date	pupularity	change
20160101	4	2.35218251811
20160201	0	0.301029995664
20160301	88	27.7996010645
20160401	148	0
20160501	4	0
20160601	2	0
20160701	9	0
20160801	3	0
20160901	6	0
20161001	4	0
20161101	2	0
20161201	6	0
20170101	174	12.148111519
20170201	2	0
20170301	3	0
