date	pupularity	change
20150401	14402	2.25772496748
20150501	3	0
20150601	50	0.778151250384
20150701	578	0.150514997832
20150801	16	0
20150901	2	0
20151001	5	0
20151101	8	0
20151201	5	0
20160101	3	0
20160201	5	0
20160301	7	0
20160401	4	0
20160501	38	0
20160601	102	0.47712125472
20160701	0	0
20160801	3	0
20160901	1	0
20161001	8	0
20161101	3	0
20161201	1	0
20170101	1	0
20170201	3	1.16722687558
20170301	5	0
