date	pupularity	change
20160101	4	939.968461618
20160201	0	254.72191745
20160301	7	936.470484492
20160401	4	27.2060607408
20160501	4	13.2432722366
20160601	2	0
20160701	8	0
20160801	3	0
20160901	6	2.44870631991
20161001	4	0
20161101	2	0
20161201	6	20.2756772788
20170101	5	2250.15514418
20170201	2	0
20170301	1	0
