date	pupularity	change
20150401	2	273.97135411
20150501	2	150.522926256
20150601	1	77.1738844981
20150701	2	421.801261105
20150801	0	44.6998456126
20150901	2	10.995851445
20151001	5	28.3122969387
20151101	8	2.78485838077
20151201	5	0
20160101	3	0
20160201	5	0
20160301	3	0
20160401	4	0
20160501	2	15.7781981688
20160601	2	292.906194449
20160701	0	0
20160801	3	0
20160901	1	0
20161001	4	0
20161101	3	0
20161201	1	0
20170101	1	0
20170201	3	155.681599577
20170301	0	0
