date	pupularity	change
20160101	1	219.739156086
20160201	5	520.514771781
20160301	8	187.937375756
20160401	5	325.142977177
20160501	2	2.29721837556
20160601	4	25.3673202277
20160701	2	36.3653138105
20160801	3	0
20160901	0	0
20161001	1	5.74144155715
20161101	2	0
20161201	2	0
20170101	2	1.43136376416
20170201	1	209.739225984
20170301	0	68.5695094097
