date	pupularity	change
20160101	1	5.5370201462
20160201	9	41.8104064764
20160301	9	11.5765135543
20160401	30	11.5456757164
20160501	2	0
20160601	4	2.22788670461
20160701	2	6.79588001734
20160801	12	0
20160901	0	0
20161001	1	0
20161101	2	0
20161201	2	0
20170101	531	1.43136376416
20170201	197	2.6034817129
20170301	325	0
